,0,
350,64.135321,1
351,59.22057753,1
352,64.70014353,1
353,56.02760899,1
354,55.80367265,1
355,54.61853817,1
356,125.0453904,2
357,77.27417496,1
358,55.00246912,1
359,82.23321845,1
360,57.42520991,1
361,68.21350834,1
362,71.05188107,1
363,86.53940989,1
364,57.57122832,1
365,67.69567741,1
366,90.69124625,1
367,53.85633354,1
368,97.43437491,1
369,55.22750002,1
370,71.35588159,1
371,52.37616939,1
372,53.97676232,1
373,114.7239482,2
374,52.98585938,1
375,57.2467762,1
376,55.76896852,1
377,54.81049224,1
378,63.51893904,1
379,60.30197416,1
380,63.26954032,1
381,65.86866706,1
382,51.86259838,1
383,61.03431299,1
384,63.94321264,1
385,118.7714465,2
386,65.44958254,1
387,50.1864263,1
388,101.3648782,2
389,27.84829927,0
390,62.53383399,1
391,61.16649023,1
392,57.76796175,1
393,66.2318395,1
394,91.97496643,1
395,54.10278393,1
396,57.32921845,1
397,59.54907839,1
398,86.10972731,1
399,58.73637256,1
400,72.58222532,1
401,70.83107142,1
402,190.7974123,2
403,60.39134866,1
404,63.64062533,1
405,83.03582351,1
406,101.7097965,2
407,105.0657778,2
408,84.23697822,1
409,77.90321184,1
410,51.96777184,1
411,101.0960645,2
412,73.77312076,1
413,57.9268838,1
414,60.78791629,1
415,49.86626554,0
416,88.01204116,1
417,55.14258582,1
418,117.1693087,2
419,62.05016793,1
420,65.87596826,1
421,102.154214,2
422,68.71610624,1
423,70.57401982,1
424,59.76094943,1
425,59.16236779,1
426,91.60148296,1
427,96.18979613,1
428,55.54384457,1
429,94.86603096,1
430,63.4022117,1
431,58.39956423,1
432,65.09181337,1
433,66.40376536,1
434,52.50705877,1
435,66.65117118,1
436,69.62667334,1
437,54.55931126,1
438,67.68034285,1
439,61.1046733,1
440,60.85279014,1
441,78.60086044,1
442,59.02051021,1
443,92.3457368,1
444,53.60390916,1
445,52.29946425,1
446,68.31606518,1
447,62.97578871,1
448,56.72469808,1
449,129.0808928,2
450,61.3947969,1
451,52.33370096,1
452,57.72468304,1
453,63.74595459,1
454,52.29474575,1
455,58.72623274,1
456,60.35569479,1
457,70.07325183,1
458,128.7248492,2
459,71.95792338,1
460,98.81492604,1
461,60.11574053,1
462,52.23820495,1
463,90.84986693,1
464,63.98444814,1
465,62.04598227,1
466,58.5575405,1
467,57.36350752,1
468,154.8582591,2
469,77.68606621,1
470,64.11994848,1
471,75.56570702,1
472,74.96725889,1
473,64.38894018,1
474,52.40877963,1
475,57.2759878,1
476,54.1010611,1
477,64.58137316,1
478,70.55291315,1
479,56.02106415,1
480,68.11815804,1
481,59.63925539,1
482,49.56779036,0
483,77.0120355,1
484,61.31104978,1
485,62.92404319,1
486,73.0537582,1
487,75.37723507,1
488,62.586137,1
489,69.39003897,1
490,59.86120783,1
491,61.54127806,1
492,53.71288884,1
493,60.09532138,1
494,80.96309804,1
495,79.97493477,1
496,68.09241075,1
497,57.32843524,1
498,54.97728234,1
499,54.40119281,1
500,77.23734014,1
501,76.99130052,1
502,62.40790994,1
503,58.18434833,1
504,76.10592187,1
505,49.69524107,0
506,59.9970259,1
507,59.94542795,1
508,70.63553763,1
509,66.53539678,1
510,69.37764596,1
511,81.81726825,1
512,57.40821543,1
513,59.50488132,1
514,75.8952822,1
515,57.32198272,1
516,51.92330076,1
517,100.7631708,2
518,53.68237398,1
519,103.0845898,2
520,76.19892277,1
521,79.2135728,1
522,51.84677564,1
523,58.90788962,1
524,84.3326819,1
525,101.8500439,2
526,92.1542523,1
527,94.98577922,1
528,55.89078573,1
529,59.87139614,1
530,61.41619324,1
531,54.04514916,1
532,77.19749329,1
533,67.25062294,1
534,52.24493406,1
535,84.92794868,1
536,66.77729321,1
537,93.20675853,1
538,79.00142942,1
539,63.42346118,1
540,86.44687815,1
541,60.05322536,1
542,57.09958615,1
543,111.3284539,2
544,110.5819117,2
545,71.86940448,1
546,75.36294097,1
547,74.6864457,1
548,62.89567042,1
549,60.33038492,1
550,72.73840838,1
551,57.07657513,1
552,99.97308518,1
553,52.59149149,1
554,53.16807823,1
555,59.14957134,1
556,68.01730331,1
557,154.7302446,2
558,64.32041285,1
559,65.85840143,1
560,52.38747718,1
561,62.37838739,1
562,83.06140165,1
563,103.1497149,2
564,122.9851953,2
565,60.34555435,1
566,53.40361409,1
567,73.78942351,1
568,77.95450126,1
569,56.42043275,1
570,52.30204367,1
571,94.12437277,1
572,95.82820113,1
573,54.9060973,1
574,75.90061151,1
575,70.16641312,1
576,84.26265185,1
577,62.05155586,1
578,61.15810685,1
579,82.31064858,1
580,61.46409327,1
581,75.92809926,1
582,56.39260686,1
583,56.11620424,1
584,56.52991571,1
585,51.94323593,1
586,72.01812927,1
587,70.52055276,1
588,50.20821763,1
589,70.95781822,1
590,59.69840948,1
591,82.01559093,1
592,53.14586016,1
593,91.66332022,1
594,57.18427974,1
595,54.55457193,1
596,86.08954988,1
597,53.94609418,1
598,51.43793512,1
599,51.95836377,1
600,101.102826,2
601,79.22392845,1
602,59.36946894,1
603,48.59792836,0
604,53.45205803,1
605,56.18937771,1
606,76.96828871,1
607,78.65132938,1
608,56.24792117,1
609,68.18235861,1
610,61.04663058,1
611,56.15473636,1
612,56.07737383,1
613,58.00391613,1
614,65.30751447,1
615,79.8466629,1
616,54.89382116,1
617,60.3627828,1
618,52.42129684,1
619,71.15263447,1
620,53.86973798,1
621,58.49681939,1
622,75.7333476,1
623,55.38260244,1
624,56.26215684,1
625,71.34588746,1
626,53.94243951,1
627,69.89691984,1
628,51.05417124,1
629,54.24022895,1
630,97.04318129,1
631,61.87220109,1
632,82.64426771,1
633,54.16260677,1
634,116.1454285,2
635,56.17439696,1
636,87.71650564,1
637,64.78766769,1
638,61.92381208,1
639,51.17725634,1
640,54.79230801,1
641,68.26571555,1
642,55.78769155,1
643,55.51311288,1
644,67.95290695,1
645,63.3499834,1
646,70.34803193,1
647,123.1484844,2
648,104.7660262,2
649,85.25281695,1
650,95.85335901,1
651,50.98095303,1
652,64.205135,1
653,68.02950313,1
654,58.99796824,1
655,52.09838055,1
656,84.36826713,1
657,78.42345856,1
658,59.7451972,1
659,93.05940365,1
660,53.15566372,1
661,67.78323795,1
662,51.47283928,1
663,59.05390532,1
664,53.8172738,1
665,72.99663631,1
666,52.14054827,1
667,65.5214168,1
668,59.7961435,1
669,59.07136651,1
670,101.3495244,2
671,85.29046278,1
672,60.08898336,1
673,79.56780084,1
674,56.00730321,1
675,55.35158665,1
676,56.28805518,1
677,66.32777876,1
678,51.47544266,1
679,64.60163066,1
680,81.877553,1
681,77.74204171,1
682,72.24690153,1
683,52.35668121,1
684,74.83038332,1
685,59.14689535,1
686,54.42968859,1
687,59.56064199,1
688,64.23249243,1
689,58.28620612,1
690,58.70288128,1
691,54.10981526,1
692,108.0617245,2
693,56.48514888,1
694,66.4029919,1
695,54.1799456,1
696,68.60792564,1
697,116.2000869,2
698,59.81826154,1
699,61.55318896,1
700,66.28660647,1
701,67.01253899,1
702,56.34985528,1
703,104.3475494,2
704,60.36850361,1
705,114.0085639,2
706,68.19781588,1
707,53.13681843,1
708,53.78105509,1
709,85.95062574,1
710,55.23897181,1
711,79.48067578,1
712,55.71906616,1
713,60.69130877,1
714,62.5083917,1
715,75.04664106,1
716,74.00576802,1
717,84.09606563,1
718,72.72592282,1
719,63.05589839,1
720,76.46683964,1
721,66.79055176,1
722,56.2830024,1
723,68.82088009,1
724,68.35303539,1
725,61.72928845,1
726,59.38823814,1
727,82.82408083,1
728,59.66184899,1
729,77.04589149,1
730,92.96822397,1
731,84.31110982,1
732,73.28923985,1
733,87.54811766,1
734,61.84069033,1
735,54.55934655,1
736,49.51093086,0
737,88.61031051,1
738,70.90999593,1
739,74.60226835,1
740,69.00054645,1
741,75.70425768,1
742,56.57240552,1
743,61.16890448,1
744,66.23761782,1
745,70.91889501,1
746,56.51529287,1
747,68.66512091,1
748,55.01706881,1
749,95.85149056,1
750,71.43684842,1
751,59.70555632,1
752,81.95517233,1
753,60.10529811,1
754,107.0728655,2
755,66.02199235,1
756,80.47650544,1
757,57.55683293,1
758,58.97773384,1
759,66.4755659,1
760,56.90483234,1
761,80.79284126,1
762,71.61069699,1
763,76.25268562,1
764,68.80297762,1
765,50.81964927,1
766,88.95917568,1
767,60.32957091,1
768,53.85183984,1
769,48.2666093,0
770,57.0937735,1
771,112.5129316,2
772,52.19377461,1
773,54.99254685,1
774,93.74236098,1
775,91.91374136,1
776,51.48437273,1
777,58.35383318,1
778,68.10564432,1
779,154.3178901,2
780,91.7839083,1
781,63.41891847,1
782,68.97872561,1
783,66.34386416,1
784,75.10432784,1
785,56.37247367,1
786,57.08805933,1
787,84.72684058,1
788,60.34560735,1
789,75.68085873,1
790,67.55023924,1
791,64.14345465,1
792,78.49116234,1
793,158.8792447,2
794,60.93634308,1
795,130.3387886,2
796,59.42907434,1
797,52.75369016,1
798,57.17440068,1
799,52.37528383,1
800,58.07537061,1
801,59.66375097,1
802,99.4468445,1
803,102.3759906,2
804,59.81351736,1
805,62.85950174,1
806,59.85365475,1
807,64.91071811,1
808,80.94086641,1
809,77.95209999,1
810,56.33417282,1
811,59.7027057,1
812,53.97378853,1
813,64.13840525,1
814,66.10353171,1
815,74.73451626,1
816,51.47805057,1
817,63.03787729,1
818,77.9252402,1
819,84.55191431,1
820,51.13999383,1
821,74.45145213,1
822,86.524642,1
823,56.53674561,1
824,70.06067057,1
825,95.45242812,1
826,106.9922687,2
827,83.33944293,1
828,58.63123068,1
829,55.82761271,1
830,78.98088672,1
831,54.98298097,1
832,80.74223946,1
833,62.57636341,1
834,106.1146917,2
835,78.4941331,1
836,57.86061638,1
837,55.39108929,1
838,77.43148374,1
839,73.89739017,1
840,56.44417871,1
841,82.87532458,1
842,69.20993887,1
843,66.43147719,1
844,86.66766067,1
845,82.60674844,1
846,93.25548887,1
847,59.9020129,1
848,63.11157495,1
849,53.60742674,1
850,83.37715891,1
851,92.42843455,1
852,68.74481217,1
853,68.07775355,1
854,52.52400052,1
855,60.27116368,1
856,56.35345425,1
857,100.4456038,2
858,61.2098559,1
859,60.30624752,1
860,58.71341711,1
861,65.04415135,1
862,52.53778678,1
863,72.80251596,1
864,57.81455379,1
865,78.40886693,1
866,60.36420327,1
867,64.71095213,1
868,53.9267773,1
869,77.19083089,1
870,59.30682765,1
871,60.27557955,1
872,60.25618778,1
873,54.90891683,1
874,52.76623364,1
875,96.70472814,1
876,58.83509548,1
877,60.92036996,1
878,62.11160619,1
879,71.13735412,1
880,58.18126505,1
881,62.32872047,1
882,51.62111796,1
883,87.16014524,1
884,76.13699328,1
885,79.45140685,1
886,53.32063129,1
887,59.28277949,1
888,62.53164179,1
889,63.25587863,1
890,59.13027105,1
891,93.43885885,1
892,58.27935824,1
893,81.40552189,1
894,64.19671529,1
895,71.85587874,1
896,65.04985388,1
897,64.73330511,1
898,88.97426689,1
899,54.88160145,1
900,65.53770773,1
901,92.8409214,1
902,111.6889561,2
903,69.39951978,1
904,64.97680806,1
905,63.3446796,1
906,53.51232371,1
907,76.21716683,1
908,74.45648701,1
909,79.15447161,1
910,66.1441437,1
911,59.99944936,1
912,88.17913967,1
913,105.4136474,2
914,83.05480199,1
915,54.32463834,1
916,65.52726034,1
917,78.25117371,1
918,56.34023161,1
919,66.04361951,1
920,53.12891065,1
921,59.55812305,1
922,79.63970258,1
923,109.4208492,2
924,93.2941186,1
925,55.9765405,1
926,64.05183767,1
927,76.50858432,1
928,61.56349629,1
929,57.03833341,1
930,65.56315182,1
931,73.15900348,1
932,94.12471703,1
933,54.87721693,1
934,58.55461438,1
935,66.29996941,1
936,53.38537753,1
937,60.36695633,1
938,55.98241843,1
939,54.53912777,1
940,70.08106328,1
941,56.01116447,1
942,72.60394669,1
943,77.34197195,1
944,53.96198667,1
945,76.63707672,1
946,63.08395132,1
947,54.15168812,1
948,83.06814935,1
949,51.58937634,1
950,125.9368175,2
951,60.9550927,1
952,64.89056001,1
953,113.5001104,2
954,54.54582098,1
955,66.7021133,1
956,73.3219862,1
957,63.00127243,1
958,70.63248444,1
959,55.98171157,1
960,58.61121739,1
961,81.68278406,1
962,157.6704291,2
963,57.21884492,1
964,96.11588089,1
965,56.01094508,1
966,65.13968434,1
967,56.4955729,1
968,55.39609051,1
969,56.28271171,1
970,58.08043358,1
971,96.24165556,1
972,57.47555452,1
973,71.42399125,1
974,65.89609276,1
975,59.98029999,1
976,59.92968968,1
977,80.69243604,1
978,53.36528151,1
979,66.13697391,1
980,56.01902278,1
981,68.74482334,1
982,58.52243488,1
983,52.35941201,1
984,51.54613397,1
985,75.34836044,1
986,121.6706674,2
987,60.13013471,1
988,78.9892003,1
989,54.16991449,1
990,65.44927345,1
991,65.8047176,1
992,75.76863679,1
993,59.61568722,1
994,63.33689071,1
995,51.4462904,1
996,63.1763608,1
997,59.8278262,1
998,60.10808642,1
999,51.16518923,1
1000,54.89492572,1
1001,76.97490663,1
1002,79.02220631,1
1003,104.9208231,2
1004,61.96762122,1
1005,54.36551234,1
1006,54.62267121,1
1007,52.40562518,1
1008,59.55891121,1
1009,71.31986816,1
1010,53.2077567,1
1011,63.79219062,1
1012,58.42317078,1
1013,56.18056357,1
1014,68.09344919,1
1015,66.1547057,1
1016,55.2317851,1
1017,58.63897314,1
1018,116.2139135,2
1019,63.46232654,1
1020,61.29204222,1
1021,62.64321629,1
1022,63.62458445,1
1023,87.28413894,1
1024,56.64479349,1
1025,117.0949886,2
1026,63.28406208,1
1027,70.07943948,1
1028,53.98111736,1
1029,62.99410048,1
1030,84.73099991,1
1031,62.81571286,1
1032,53.71714168,1
1033,60.42823355,1
1034,56.0627869,1
1035,52.45715321,1
1036,82.01874981,1
1037,61.31257286,1
1038,128.618026,2
1039,52.56897143,1
1040,61.82665012,1
1041,55.25847138,1
1042,74.17043201,1
1043,54.36060408,1
1044,55.55013451,1
1045,55.77088484,1
1046,52.11027956,1
1047,93.52964058,1
1048,67.11582847,1
1049,60.09557807,1
1050,55.17926529,1
1051,85.92011737,1
1052,104.8240162,2
1053,175.5490834,2
1054,59.53967892,1
1055,54.4685693,1
1056,63.14007222,1
1057,108.0943491,2
1058,65.96019311,1
1059,74.60934409,1
1060,98.75959276,1
1061,86.58732643,1
1062,55.45978478,1
1063,60.03886372,1
1064,83.94940624,1
1065,64.94202145,1
1066,108.2994482,2
1067,54.76941882,1
1068,58.01499291,1
1069,57.30689177,1
1070,50.95393499,1
1071,52.89612957,1
1072,54.40964356,1
1073,57.50493968,1
1074,77.48261913,1
1075,82.02961143,1
1076,58.82611447,1
1077,54.03088599,1
1078,50.6846369,1
1079,61.82438441,1
1080,72.69934457,1
1081,59.54078183,1
1082,101.826715,2
1083,56.20522398,1
1084,54.96106946,1
1085,102.6440128,2
1086,55.99532393,1
1087,101.3146293,2
1088,63.65699543,1
1089,52.81367394,1
1090,55.51629906,1
1091,65.21158701,1
1092,56.3239454,1
1093,75.625458,1
1094,163.6385139,2
1095,101.0933882,2
1096,51.48162019,1
1097,85.10577823,1
1098,57.33176252,1
1099,85.41154193,1
1100,66.54019325,1
1101,62.96637347,1
1102,79.23039711,1
1103,51.36413029,1
1104,110.3788982,2
1105,63.84233534,1
1106,56.29295192,1
1107,51.29927832,1
1108,76.58040784,1
1109,67.09945569,1
1110,50.94356152,1
1111,73.93380786,1
1112,79.59833355,1
1113,56.2217038,1
1114,60.85166756,1
1115,57.52936049,1
1116,79.44939309,1
1117,59.83225852,1
1118,56.00687771,1
1119,79.11069709,1
1120,59.64679352,1
1121,55.06849404,1
1122,55.74072448,1
1123,61.65007274,1
1124,59.07164477,1
1125,71.89645253,1
1126,66.17044262,1
1127,65.20917093,1
1128,92.36745291,1
1129,106.9352446,2
1130,59.93200814,1
1131,128.448578,2
1132,61.97752575,1
1133,77.21906172,1
1134,63.63502907,1
1135,104.9580533,2
1136,56.85210277,1
1137,68.27461947,1
1138,64.28043069,1
1139,56.56679039,1
1140,107.9793555,2
1141,57.56534589,1
1142,83.9776843,1
1143,52.83586335,1
1144,54.76301464,1
1145,66.17367574,1
1146,67.46482167,1
1147,51.39188109,1
1148,82.07086117,1
1149,87.07495071,1
1150,82.60341069,1
1151,97.813148,1
1152,61.24947839,1
1153,62.73100774,1
1154,94.82878253,1
1155,72.12859225,1
1156,69.75098724,1
1157,108.6509006,2
1158,54.32779602,1
1159,55.32098984,1
1160,59.85052343,1
1161,78.97935536,1
1162,62.44526757,1
1163,68.95457815,1
1164,53.22720429,1
1165,75.35486801,1
1166,65.98367795,1
1167,86.89502834,1
1168,55.27134901,1
1169,92.0303825,1
1170,77.83267461,1
1171,72.94060979,1
1172,74.92650986,1
1173,121.3110521,2
1174,57.20222478,1
1175,57.28500017,1
1176,72.30823377,1
1177,54.40559717,1
1178,55.66860156,1
1179,90.17945322,1
1180,65.51115143,1
1181,74.12209255,1
1182,147.816798,2
1183,63.90231606,1
1184,80.83001542,1
1185,61.82378366,1
1186,77.68860109,1
1187,103.949181,2
1188,94.0092957,1
1189,55.24415672,1
1190,58.59918306,1
1191,54.79980731,1
1192,55.93482572,1
1193,58.04143029,1
1194,57.50055367,1
1195,106.5388038,2
1196,51.53703337,1
1197,57.57423009,1
1198,87.31599292,1
1199,55.28696112,1
1200,106.303608,2
1201,59.056338,1
1202,85.46087573,1
1203,65.03836861,1
1204,52.11493275,1
1205,61.82601297,1
1206,67.47950417,1
1207,74.57281115,1
1208,56.15240013,1
1209,101.7807585,2
1210,54.60010343,1
1211,91.26437049,1
1212,59.27158709,1
1213,50.8918847,1
1214,72.12366629,1
1215,61.55516746,1
1216,85.48851439,1
1217,71.26176326,1
1218,60.29824029,1
1219,71.09797025,1
1220,55.43267969,1
1221,76.54196388,1
1222,57.58848201,1
1223,54.91780927,1
1224,52.21260873,1
1225,53.26179442,1
1226,55.08782697,1
1227,62.43788367,1
1228,54.14345377,1
1229,72.35493994,1
1230,62.3059027,1
1231,54.81209975,1
1232,61.70806632,1
1233,111.0664555,2
1234,87.99302486,1
1235,97.51780047,1
1236,59.35929286,1
1237,84.8240444,1
1238,76.93343293,1
1239,52.61028467,1
1240,53.60602901,1
1241,52.40529663,1
1242,55.17360609,1
1243,61.36483973,1
1244,53.34136309,1
1245,56.49104033,1
1246,78.3029032,1
1247,78.95621389,1
1248,170.9959431,2
1249,56.00411223,1
1250,61.5271949,1
1251,61.17804937,1
1252,70.83143754,1
1253,104.1542464,2
1254,91.46024368,1
1255,54.03827585,1
1256,53.25474839,1
1257,51.66739084,1
1258,98.11949461,1
1259,95.324187,1
1260,59.61162032,1
1261,63.82915685,1
1262,66.09053619,1
1263,75.96252094,1
1264,85.34028756,1
1265,63.61769608,1
1266,102.221946,2
1267,99.68973251,1
1268,103.4039314,2
1269,90.3498893,1
1270,79.07022153,1
1271,95.35063834,1
1272,71.02850406,1
1273,59.90881384,1
1274,84.10841218,1
1275,61.86338628,1
1276,59.21720926,1
1277,53.35304731,1
1278,138.5409891,2
1279,56.73068673,1
1280,75.39706686,1
1281,139.3288548,2
1282,55.92295493,1
1283,48.31780596,0
1284,62.56164963,1
1285,61.23031165,1
1286,67.63985986,1
1287,56.45355081,1
1288,57.59239338,1
1289,98.14506061,1
1290,62.80376918,1
1291,62.70075717,1
1292,81.58139728,1
1293,75.44296305,1
1294,86.78092851,1
1295,67.58387049,1
1296,89.19914022,1
1297,51.82804263,1
1298,66.61196836,1
1299,51.24729221,1
1300,57.27194607,1
1301,67.38271877,1
1302,69.74794455,1
1303,76.818189,1
1304,65.7051857,1
1305,89.4770774,1
1306,57.7306388,1
1307,67.4795981,1
1308,88.15239466,1
1309,80.35288205,1
1310,55.66432943,1
1311,53.73894676,1
1312,78.35467571,1
1313,54.80694629,1
1314,83.80975959,1
1315,79.40439775,1
1316,94.13669102,1
1317,73.74476176,1
1318,63.8032158,1
1319,66.77702966,1
1320,66.24306652,1
1321,63.40638359,1
1322,96.54685684,1
1323,73.24906475,1
1324,164.0957499,2
1325,62.58899433,1
1326,56.26347939,1
1327,61.53049376,1
1328,71.53407863,1
1329,53.12571297,1
1330,61.18621956,1
1331,51.54799571,1
1332,56.25056693,1
1333,52.81772576,1
1334,78.21082389,1
1335,65.97495475,1
1336,97.61746394,1
1337,72.28361654,1
1338,84.31923222,1
1339,91.94455127,1
1340,66.17931087,1
1341,76.13319884,1
1342,61.77523287,1
1343,61.54663769,1
1344,59.10943473,1
1345,100.4637965,2
1346,53.27307688,1
1347,82.80990594,1
1348,55.02275551,1
1349,71.95373364,1
1350,68.76051832,1
1351,125.1531639,2
1352,53.08488939,1
1353,108.9201683,2
1354,59.83553565,1
1355,72.81479072,1
1356,66.54904701,1
1357,56.82073108,1
1358,70.26847801,1
1359,116.7897856,2
1360,77.79422128,1
1361,69.3654637,1
1362,60.7816013,1
1363,57.27401599,1
1364,61.0126896,1
